,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
snappy (C++),0,1,0,4,0,0,0,0,0,3,18,0,0,0,1,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,8,0,11,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,2,0,0,4,6,0,0,0,0,0,0,0,0
cvxpy (C++),0,36,2,8,0,0,0,0,0,134,494,0,0,0,8,0,0,27,0,324,0,0,0,0,68,0,0,51,3,45,42,2,9,19,51,25,0,0,0,0,0,3,1,0,800,0,0,0,24,0,0,8,0,1,0,0,0,0,0,109,24,0,1,0,152,0,10,0,3,0,0,0,25,0,0,306,165,0,0,5,0,1,0,0,38,0,0,0,0,14,0,102,0,0,16,0,92,2,0,2,84,291,0,0,0,0,63,32,6,0,0,2,0,10,0,0
tiled (C++),3,245,37,105,15,0,0,0,2,90,688,5,0,0,171,0,0,13,0,250,0,1,0,5,5,0,0,13,3,3,619,19,59,59,185,32,0,0,18,0,0,0,34,1,793,0,0,3,82,0,0,11,0,13,0,0,0,0,0,4,0,0,1,0,1693,0,14,0,1,0,0,0,105,0,3,377,228,0,0,16,0,1,0,2,50,0,0,0,3,10,0,58,0,0,161,0,74,1,0,0,26,240,0,7,0,0,32,165,74,0,0,27,1,2,0,1
node-opencv (C++),0,8,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
duckstation (C++),4,220,58,362,20,0,0,0,2,305,1200,0,0,10,478,0,0,88,0,826,0,14,0,0,66,0,0,110,37,12,1577,9,160,148,331,65,1,1,6,0,2,7,221,0,935,0,0,25,1002,0,0,36,1,0,3,0,0,0,0,79,6,0,5,2,7649,0,57,0,116,0,1,0,245,0,1,627,750,0,2,19,4,2,2,0,83,0,0,5,0,32,0,300,0,0,300,0,51,6,0,0,150,852,0,17,0,32,174,581,153,0,0,45,0,25,0,1
VINS-Mono (C++),4,7,1,23,0,0,0,0,0,5,74,0,0,0,7,0,0,3,0,23,0,0,0,0,4,0,0,7,0,0,40,0,14,15,13,3,0,0,0,0,0,3,7,0,16,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,61,0,3,0,7,0,0,0,9,0,0,31,40,0,0,0,0,0,0,0,9,0,0,0,0,2,0,3,0,0,17,0,33,0,0,0,0,14,0,0,0,0,1,14,14,0,0,2,0,2,0,0
tinyraytracer (C++),0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guetzli (C++),1,1,0,4,0,0,0,0,0,2,21,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,12,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,1,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,4,0,1,0,0,0,0,3,0,1,0,0,0,4,3,0,0,0,0,0,0,0
cpp-cheat-sheet (C++),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oatpp (C++),1,54,4,4,5,0,0,0,0,38,351,0,0,1,29,0,0,14,0,104,0,1,0,0,17,0,0,38,29,23,47,0,9,26,29,19,0,0,1,0,0,0,14,0,130,0,0,1,9,0,0,6,1,0,0,0,0,0,0,5,0,0,0,0,167,0,9,2,0,0,0,0,15,0,0,138,160,2,0,10,0,1,0,0,27,3,0,0,0,1,0,51,0,0,11,0,16,2,0,0,0,284,0,10,0,2,7,67,28,0,0,3,0,12,0,0
crow (C++),1,11,0,15,0,0,0,0,0,6,31,0,0,1,0,0,0,2,0,9,0,1,0,0,6,0,0,7,27,9,40,0,1,1,6,2,0,0,2,0,0,0,3,0,5,0,0,0,6,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,18,0,3,0,3,0,0,0,14,0,0,8,17,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,0,12,0,2,0,0,1,0,21,0,1,0,0,10,6,2,0,0,0,0,1,0,0
aseprite (C++),5,331,12,277,10,0,0,1,2,85,917,1,0,11,236,0,0,31,0,287,0,7,0,0,21,0,0,56,11,9,844,16,200,53,293,8,0,0,11,0,0,4,41,3,478,0,0,2,46,0,0,7,1,7,4,0,0,0,1,13,3,0,0,0,1685,0,43,0,39,0,0,0,299,0,1,565,531,0,14,19,0,3,0,1,49,0,0,1,6,8,1,138,0,0,290,0,24,5,0,1,1,356,0,4,0,2,226,255,131,0,1,39,0,15,0,158
Tengine (C++),0,10,19,71,2,0,0,0,0,98,651,0,0,2,67,0,0,9,0,271,0,1,0,2,15,0,0,109,37,7,200,0,17,131,73,12,0,0,6,0,0,0,24,0,403,0,0,5,24,0,0,6,0,0,2,0,0,0,0,9,1,0,2,0,212,0,6,0,48,0,0,0,67,0,0,80,65,0,7,0,0,3,0,0,111,0,0,0,0,2,0,8,0,0,35,0,0,0,0,0,0,268,0,2,0,0,29,34,11,0,0,6,0,12,0,0
QtScrcpy (C++),0,5,0,0,0,0,0,0,0,0,13,1,0,0,3,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,32,0,2,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,5,0,0,0,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,16,0,0,0,0,4,0,16,0,0,0,0,0,0,0
ardupilot (C++),13,217,52,582,1,0,0,2,0,236,860,0,1,63,519,0,0,204,0,779,0,86,1,0,23,0,0,7,21,11,3122,0,1497,219,150,23,0,1,0,0,0,41,1080,5,340,0,0,22,225,0,0,65,16,0,0,0,0,0,13,11,3,0,4,9,1381,0,85,0,367,0,2,0,681,0,0,266,720,33,0,30,17,28,6,0,50,0,3,46,0,54,8,425,0,0,668,0,91,6,0,0,18,398,0,150,0,9,411,697,224,0,0,91,0,6,0,0
WLED (C++),0,17,4,50,0,0,0,0,0,76,145,0,0,4,58,0,0,5,0,103,0,5,0,0,13,0,0,11,12,0,343,0,114,6,30,2,0,0,0,0,0,0,45,0,79,0,0,15,36,0,0,7,0,0,0,0,0,0,0,10,1,0,0,0,106,0,1,0,61,0,1,1,90,0,0,27,71,0,0,3,2,2,1,0,10,0,2,5,0,2,0,19,0,0,106,0,8,2,0,0,10,67,0,3,0,2,68,59,99,0,0,13,0,14,0,0
falco (C++),0,18,0,7,0,0,0,0,0,3,46,0,0,0,9,0,0,1,0,12,0,0,0,0,2,0,0,6,3,0,44,0,2,2,11,1,0,0,0,0,0,0,6,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,35,0,3,0,3,0,0,0,3,0,0,18,24,0,0,0,0,0,0,0,2,0,0,0,0,3,0,7,0,0,9,0,4,2,0,0,0,24,0,0,0,0,2,17,12,0,0,0,0,0,0,0
mactype (C++),0,6,6,7,3,0,0,0,0,26,120,0,0,1,48,0,0,9,0,31,0,0,0,0,11,0,0,10,5,5,35,1,31,9,45,12,0,0,0,1,0,2,20,0,69,0,0,6,12,0,0,3,0,1,0,0,0,0,0,5,1,0,1,0,45,0,1,0,6,0,1,0,70,0,2,49,22,0,0,5,0,1,0,0,11,0,0,1,0,1,2,17,0,0,26,0,7,10,0,0,13,50,0,1,0,0,2,30,1,0,0,2,0,4,1,0
organicmaps (C++),2,268,10,437,4,0,0,1,5,150,1447,0,0,4,86,0,0,33,0,208,0,35,0,0,72,0,0,118,88,69,796,18,122,86,317,21,0,2,0,0,0,30,55,1,500,0,0,9,141,0,0,122,1,1,0,0,0,0,0,27,6,0,1,1,723,0,63,3,60,0,0,0,442,0,0,462,153,0,1,4,0,3,1,0,39,0,0,10,0,13,6,87,0,0,346,0,84,6,0,23,113,270,0,8,0,2,162,371,54,0,0,15,0,88,0,0
KeyDB (C++),0,30,2,58,2,0,0,0,1,39,233,0,0,0,29,0,0,19,0,65,0,1,0,0,4,0,1,37,14,8,111,6,28,9,104,5,1,0,2,0,0,0,25,0,44,0,0,3,93,0,0,16,0,1,2,0,0,0,0,5,2,0,1,1,95,0,10,0,27,0,0,0,45,0,0,60,52,0,1,0,1,0,1,0,2,0,0,4,18,0,0,8,0,0,33,0,7,1,0,0,1,55,0,0,0,4,48,61,7,0,1,7,0,2,0,1
mlx (C++),0,28,0,25,0,0,0,0,0,31,203,0,0,0,1,0,0,1,0,221,0,1,0,0,4,0,0,7,2,5,87,0,97,41,16,0,0,0,0,0,0,0,2,0,30,0,0,2,26,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,71,0,2,0,78,0,0,0,23,0,0,20,101,0,0,0,0,0,0,0,13,0,0,3,0,0,0,88,0,0,9,0,20,0,0,1,20,94,0,0,0,0,2,17,29,0,0,0,0,3,0,0
arcore-android-sdk (C++),0,137,0,2,0,0,0,0,0,4,97,0,0,0,0,0,0,3,0,18,0,0,0,0,1,0,0,2,0,2,60,0,15,0,12,2,0,0,0,0,0,0,1,0,22,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,340,0,1,0,0,0,0,0,31,0,0,97,25,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,31,0,4,0,0,0,7,19,0,0,0,0,0,2,38,0,0,0,0,0,0,0
olive (C++),0,227,3,70,3,0,0,0,1,30,491,0,0,2,97,0,0,4,1,362,0,1,0,1,2,0,0,7,0,5,706,1,26,47,64,0,1,0,22,0,0,0,31,0,459,0,0,0,36,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,1153,0,8,0,10,0,1,0,136,0,0,354,233,1,2,5,0,0,0,5,45,0,0,0,0,0,0,128,0,0,176,0,56,4,0,0,2,219,0,2,0,0,117,86,120,0,0,18,0,4,0,0
box2d (C++),4,58,2,52,10,0,0,0,0,39,222,0,0,3,5,0,0,10,0,36,0,3,0,0,2,0,0,26,12,3,168,0,7,8,49,6,0,0,0,0,0,2,9,0,79,0,0,0,27,0,0,12,0,1,0,0,0,0,0,14,4,0,0,0,225,0,11,0,12,0,0,0,94,0,0,77,11,0,0,2,1,0,1,4,7,0,0,11,0,1,0,20,0,0,73,0,20,0,0,0,0,45,0,0,0,3,16,31,16,0,0,12,0,5,0,0
PrismLauncher (C++),1,160,9,26,2,0,0,0,0,26,424,0,0,1,142,0,0,6,0,210,0,0,0,0,19,0,0,9,7,4,389,10,88,45,178,7,3,0,4,0,0,0,67,5,358,0,1,0,33,2,0,1,0,1,0,0,0,0,0,3,0,0,1,0,773,0,1,0,8,0,1,0,58,0,0,229,268,0,2,24,0,3,0,0,50,0,0,0,1,1,0,184,0,0,79,0,9,6,0,0,3,205,0,13,0,0,30,107,31,0,0,17,0,11,1,0
gdal (C++),0,3,0,9,1,0,0,0,0,25,77,0,0,1,11,0,0,0,0,24,0,1,0,0,1,0,0,5,2,0,26,4,6,3,37,3,1,0,1,0,0,0,16,1,7,0,0,0,14,0,0,1,0,2,0,0,0,1,0,8,0,0,0,1,23,0,1,0,10,0,0,0,21,0,0,14,22,0,0,0,0,0,0,0,6,0,0,2,0,0,0,19,0,0,28,0,6,4,0,0,0,46,0,0,0,0,3,9,7,0,0,3,0,1,1,0
Z0FCourse_ReverseEngineering (C++),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndk-samples (C++),1,35,8,47,0,0,0,0,0,11,105,0,0,0,20,0,0,8,0,40,0,2,0,0,4,0,1,2,35,1,152,0,32,0,63,1,0,0,1,0,0,4,13,1,19,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,7,0,14,0,0,0,43,0,0,19,36,0,0,0,0,0,0,0,7,0,0,0,0,2,0,4,0,0,38,0,0,0,0,0,4,26,0,5,0,1,19,27,8,0,0,5,0,18,0,0
openvr (C++),0,46,1,52,4,0,0,0,0,263,525,0,0,2,63,0,0,26,0,43,0,1,0,0,8,0,1,238,40,591,92,0,26,10,41,5,1,0,0,0,0,3,33,1,94,0,0,2,216,0,0,270,1,0,0,0,0,0,0,195,8,0,1,0,152,0,2,0,8,0,0,0,63,0,0,54,37,0,0,4,4,1,0,0,54,0,0,2,1,0,0,43,0,0,33,0,0,1,0,0,0,74,0,3,0,1,63,617,35,0,0,5,0,447,0,0
ConEmu (C++),4,90,31,24,3,0,0,0,1,88,303,0,0,1,399,0,0,56,0,493,0,15,0,0,32,0,1,22,20,19,340,0,65,27,239,51,0,1,0,0,0,0,163,3,96,0,0,6,99,0,0,22,0,5,1,0,0,0,2,23,4,0,1,1,577,0,45,0,49,0,1,1,55,0,0,56,501,1,0,9,0,11,1,0,58,0,1,7,1,4,3,114,0,0,136,0,15,35,0,8,0,545,1,15,0,1,36,123,46,0,0,31,0,9,0,0
The-Powder-Toy (C++),2,98,0,43,4,0,0,0,0,66,254,0,0,2,17,0,0,5,0,47,0,1,0,0,3,0,0,7,2,0,668,0,10,7,92,16,0,0,0,0,0,0,41,0,98,0,0,1,28,0,0,6,0,0,0,0,0,0,0,6,2,0,1,0,323,0,6,1,26,0,0,0,103,0,0,99,38,0,0,2,0,2,3,0,16,0,0,1,0,2,1,14,0,0,139,0,2,2,0,1,1,118,0,0,0,0,113,39,39,0,0,1,0,0,0,0
glog (C++),0,4,0,18,0,0,0,0,0,2,37,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,2,1,25,0,3,0,16,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,2,0,0,0,6,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,1,0,0,0,0
IoT-For-Beginners (C++),0,2,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0
flatbuffers (C++),1,78,1,152,1,0,0,0,0,54,276,0,0,0,49,0,0,10,0,1343,0,9,0,0,9,0,0,69,9,2,459,0,126,106,53,6,0,0,1,0,0,4,30,1,505,0,2,3,5,5,0,20,0,0,0,0,0,0,0,58,3,0,0,0,507,0,7,0,47,0,0,0,99,0,0,84,154,0,0,0,0,2,0,0,19,0,0,0,0,15,0,110,0,0,115,0,56,1,0,0,5,272,0,0,0,0,27,60,8,0,0,3,0,6,0,0
bitcoin (C++),5,96,14,167,5,0,0,0,0,190,883,0,0,4,253,0,0,44,0,257,0,5,0,1,25,0,0,36,29,17,505,4,181,166,216,19,0,0,5,0,0,4,81,2,434,0,1,2,87,0,0,26,2,2,0,0,0,0,0,29,6,0,3,1,646,0,24,0,100,0,0,0,163,0,0,164,385,1,2,17,0,5,0,0,129,0,0,2,1,7,0,249,0,0,110,0,44,2,0,0,0,332,0,17,0,4,80,243,111,0,0,79,0,72,0,0
Stockfish (C++),0,11,2,12,0,0,0,0,0,14,46,0,0,0,2,0,0,6,0,12,0,2,0,0,3,0,0,6,0,2,24,0,5,12,9,1,0,0,0,0,0,0,0,0,46,0,0,1,8,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,35,0,4,1,8,0,0,0,8,0,0,19,24,0,0,0,0,0,0,0,5,0,0,3,0,0,0,1,0,0,5,0,5,1,0,0,0,14,0,0,0,0,2,13,5,0,0,2,0,1,0,0
zcash (C++),3,58,22,133,5,0,0,0,0,94,742,0,0,1,140,0,0,29,0,150,0,5,0,1,10,0,0,43,29,3,269,4,146,145,164,15,0,1,2,0,0,5,81,1,336,0,0,4,116,0,0,14,0,1,0,0,0,0,0,40,6,0,2,0,305,0,11,0,62,0,0,0,121,0,0,140,162,1,0,8,0,4,0,0,64,0,0,4,0,4,1,125,0,0,82,0,51,3,0,0,0,219,1,19,0,3,29,157,47,0,0,30,0,60,0,0
hybridclr (C++),0,6,0,17,6,0,0,0,0,11,15,0,0,0,9,0,0,2,0,38,0,2,0,0,6,0,0,0,1,1,38,0,4,1,6,6,0,1,2,0,0,0,5,0,13,0,0,5,3,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,70,0,32,0,6,0,0,0,24,0,0,12,15,0,0,0,0,1,0,0,2,0,0,2,0,0,0,7,0,0,17,0,0,0,0,0,0,64,0,0,0,6,1,4,1,0,0,2,0,1,0,0
codon (C++),0,163,0,78,1,0,0,0,0,45,269,0,0,1,12,0,0,4,0,70,0,0,0,0,1,0,0,57,0,2,38,0,37,10,5,28,0,0,1,0,2,0,3,0,165,0,0,1,11,0,0,7,0,0,0,0,1,0,0,1,4,0,1,0,597,0,16,0,46,0,1,0,100,0,0,114,61,0,0,5,0,0,0,0,57,0,0,0,0,0,0,49,0,0,37,0,6,4,0,0,14,384,0,0,0,1,32,43,43,0,0,3,0,1,0,0
Cpp_Primer_Practice (C++),0,0,0,11,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,13,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,1,4,0,0,0,0,5,0,0
benchmark (C++),0,7,0,13,0,0,0,0,0,6,42,0,0,0,7,0,0,1,0,8,0,0,0,0,4,0,0,1,12,3,12,0,6,1,16,1,0,0,0,0,0,0,1,0,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,21,0,0,0,6,0,0,0,21,0,0,20,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,2,0,0,3,8,0,1,0,0,9,3,3,2,0,3,0,11,0,0
instant-meshes (C++),0,4,0,3,0,0,0,0,0,4,32,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,5,18,2,6,0,0,0,0,0,0,1,0,8,0,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,11,0,0,29,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,5,0,0
uWebSockets (C++),0,3,1,0,0,0,0,0,0,9,19,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,3,5,0,12,0,5,0,6,2,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,8,0,1,0,7,0,1,0,4,0,0,1,9,0,1,0,0,0,0,0,15,0,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,32,0,0,0,0,3,1,6,0,0,0,0,1,0,0
goldendict (C++),1,47,5,57,2,0,0,0,1,7,330,0,0,0,67,0,0,7,0,107,0,11,0,4,13,0,0,8,5,2,307,10,39,2,150,1,0,0,2,0,0,0,31,1,94,0,1,0,17,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,369,0,24,0,29,0,1,0,104,0,0,112,65,0,0,2,0,0,0,0,12,0,0,0,0,3,0,13,0,0,63,0,5,1,0,1,1,89,1,2,0,0,12,47,9,0,0,6,0,0,0,0
ORB_SLAM2 (C++),2,63,2,42,3,0,0,0,0,7,112,4,0,2,51,0,0,5,0,27,0,3,0,2,1,0,0,7,2,0,71,0,23,19,52,0,0,0,0,0,0,5,21,0,41,0,0,0,6,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,109,0,6,0,22,0,0,0,50,0,0,95,66,0,2,0,1,0,0,0,13,0,0,3,0,6,0,7,0,0,30,0,15,4,0,0,0,55,0,2,0,0,3,16,13,0,0,5,0,3,0,2
muduo (C++),0,64,3,53,0,0,0,0,0,33,190,0,0,0,21,0,0,6,0,20,0,2,0,0,5,0,0,3,9,0,210,0,10,2,48,3,0,0,0,0,0,0,9,0,16,0,0,1,23,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,195,0,1,0,18,0,0,0,56,0,0,31,73,0,0,0,0,0,1,2,18,0,0,0,0,0,0,13,0,0,41,0,12,1,0,0,0,26,0,2,0,0,4,18,29,0,0,4,0,1,0,0
QuantLib (C++),15,126,2,41,0,0,0,0,0,350,2273,0,0,0,44,0,0,14,0,360,0,0,0,0,61,0,0,63,36,560,199,2,63,40,16,23,0,0,0,0,0,1,1,4,2609,0,0,2,39,0,0,66,3,0,0,0,0,0,0,74,12,0,1,0,514,0,40,0,14,0,0,0,77,0,0,1667,197,0,0,38,0,9,0,0,139,0,0,2,0,30,0,227,0,0,84,0,273,11,0,0,5,289,0,0,0,0,48,83,39,0,0,9,0,47,0,0
flashlight (C++),1,21,1,63,0,0,0,0,0,115,276,0,0,0,7,0,0,2,0,151,0,4,0,0,7,0,0,38,23,3,106,0,72,9,30,1,0,0,0,0,0,0,9,0,126,0,0,2,13,0,0,11,0,0,0,0,0,0,0,1,3,0,0,0,101,0,7,0,12,0,0,0,27,0,0,61,127,0,0,1,1,0,1,0,54,0,0,1,0,0,0,129,0,0,31,0,21,1,0,0,9,219,0,0,0,3,13,19,20,0,0,5,0,2,0,0
Waifu2x-Extension-GUI (C++),0,2,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,144,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,22,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,93,0,0,0,0,0,0,4,0,0,1,0,0,0,0
sysdig (C++),0,4,0,5,0,0,0,0,0,5,35,0,0,1,4,0,0,3,0,12,0,0,0,0,1,0,0,3,0,0,71,0,1,0,17,3,0,0,0,0,0,0,10,0,7,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,15,0,0,0,8,0,0,2,40,0,0,0,3,0,0,0,15,0,0,0,0,0,0,7,0,0,18,0,0,1,0,0,0,28,0,1,0,0,0,3,8,0,0,0,0,0,0,0
async-profiler (C++),3,11,5,11,0,0,0,0,0,24,62,0,0,0,19,0,0,9,0,117,0,5,0,0,3,0,0,3,10,1,75,0,41,3,20,13,0,0,0,0,0,1,30,0,48,0,0,4,25,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,85,0,3,0,41,0,0,0,19,0,0,11,41,0,2,2,1,1,1,0,6,0,0,0,0,0,0,24,0,0,31,0,0,2,0,0,3,80,0,0,0,8,12,9,24,0,0,0,0,4,0,0
cp-algorithms (C++),0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ModSecurity (C++),1,4,8,7,0,0,0,0,0,3,274,0,0,1,43,0,0,8,0,43,0,0,0,0,1,0,0,11,4,0,24,0,42,9,55,0,0,0,1,0,0,0,65,0,6,0,0,1,5,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,45,0,3,0,39,0,0,0,31,0,0,5,86,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0,18,0,1,1,0,0,0,43,0,24,0,0,1,15,46,1,0,22,0,2,0,0
zeek (C++),8,133,16,166,18,0,0,0,2,112,921,0,0,2,309,0,0,39,0,253,0,19,1,2,16,0,0,60,44,3,737,10,131,159,270,23,1,0,8,0,0,4,178,10,385,0,2,4,39,0,0,67,0,7,7,0,0,0,0,5,4,0,4,0,633,0,39,1,68,0,1,0,366,0,4,486,313,2,8,16,3,1,1,2,107,0,0,1,1,8,7,116,0,0,263,0,176,18,0,1,4,691,1,14,0,4,81,188,96,0,1,42,4,11,0,2
