Free Function Name,Free Function Stereotype
"writeToFile","wrapper"
"main","main"
"create","literal"
"builder","literal"
"builder","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"useGuava","literal wrapper"
"useHttpCore","literal wrapper"
"useHttpClientWithReflection","literal wrapper"
"hello","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getFormattedDate","literal wrapper"
"main","main"
"main","main"
"main","main"
"callGraphQLService","literal wrapper"
"callGraphQLService","literal wrapper"
"genId","literal wrapper"
"getUsers","property wrapper"
"createUser","literal wrapper"
"updateUser","literal wrapper"
"deleteUser","literal wrapper"
"retrieveUser","literal wrapper"
"searchName","literal wrapper"
"listUsers","literal wrapper"
"main","main"
"startServer","global-command literal wrapper"
"stopServer","literal wrapper"
"mockAllBooksTitleAuthorRequest","literal wrapper"
"mockAllBooksTitleRequest","literal wrapper"
"getFreePort","literal wrapper"
"main","main"
"initializeData","literal wrapper"
"toJSON","literal wrapper"
"initializeData","literal wrapper"
"main","main"
"toJSON","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"fetchBestPriceBid","property wrapper"
"fetchProviderPriceBid","property wrapper"
"handleEndpointException","wrapper"
"main","main"
"getServiceConfig","literal wrapper"
"broadcastMessage","literal wrapper"
"sendNotification","property wrapper"
"generateMessageID","literal wrapper"
"main","main"
"isPrime","predicate wrapper"
"main","main"
"main","main"
"main","main"
"fetchStockPriceBid","property wrapper"
"clean","literal wrapper"
"getFolderToWriteObject","literal wrapper"
"main","main"
"main","main"
"concatStreams","literal wrapper"
"main","main"
"main","main"
"main","main"
"assertStreamEquals","predicate wrapper"
"assertStreamEquals","predicate wrapper"
"assertStreamEquals","predicate wrapper"
"assertStreamEquals","predicate wrapper"
"getOrNull","literal wrapper"
"generateBigNumber","literal wrapper"
"getFactorial","property wrapper"
"getFibonacciNumber","property wrapper"
"main","main"
"main","main"
"main","main"
"compressImage","literal wrapper"
"compressImage","literal wrapper"
"resizeImage","literal wrapper"
"main","main"
"resizeImage","property wrapper"
"main","main"
"simpleResizeImage","literal wrapper"
"resizeImage","literal wrapper"
"main","main"
"resizeImage","literal wrapper"
"main","main"
"resizeImage","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"signImageImageProcessor","literal wrapper"
"signImageGraphics","literal wrapper"
"signImageGraphicsWithIterator","literal wrapper"
"signImageCenter","literal wrapper"
"signImageBottomRight","literal wrapper"
"signImageTopLeft","literal wrapper"
"signImageAdaptBasedOnImage","literal wrapper"
"createFontToFit","property wrapper"
"main","main"
"main","main"
"drawRect","wrapper"
"main","main"
"detectFace","wrapper"
"loadImage","literal wrapper"
"saveImage","literal wrapper"
"detectFace","literal wrapper"
"main","main"
"drawRectangle","wrapper"
"main","main"
"loadImage","literal wrapper"
"drawRectangle","wrapper"
"displayImage","wrapper"
"main","main"
"loadImage","literal wrapper"
"drawRectangle","wrapper"
"displayImage","literal wrapper"
"main","main"
"main","main"
"main","main"
"formatJson","property wrapper"
"JsonToCsv","literal wrapper"
"csvToJson","literal wrapper"
"JsonToFormattedCsv","literal wrapper"
"main","main"
"stream","literal wrapper"
"get","literal wrapper"
"get","literal wrapper"
"getString","literal wrapper"
"getJson","literal wrapper"
"jsonArrayToList","literal wrapper"
"jsonArrayToList2","literal wrapper"
"startServer","global-command literal wrapper"
"stopServer","literal wrapper"
"mockJsonRequest","literal wrapper"
"getFreePort","literal wrapper"
"forValues","literal wrapper"
"getExampleRoot","literal wrapper"
"printJsonFromFile","literal wrapper"
"readFile","property wrapper"
"main","main"
"serializeUser","literal wrapper"
"customSerialize","literal wrapper"
"customDeserialize","literal wrapper"
"jsonObject","literal wrapper"
"jsonComposer","literal wrapper"
"objectSerialization","literal wrapper"
"objectAnnotationSerialization","literal wrapper"
"customObjectSerialization","literal wrapper"
"objectDeserialization","literal wrapper"
"customObjectDeserialization","literal wrapper"
"main","main"
"setUp","literal wrapper"
"tearDown","literal wrapper"
"main","main"
"main","main"
"listEngines","literal wrapper"
"rgbToInt","property wrapper"
"rgbToInt","property wrapper"
"intToRgb","property"
"clamp","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"readStudent","literal wrapper"
"getObjectMapperWithValidation","literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"beforeClass","global-command literal wrapper"
"main","main"
"setupLocale","global-command literal wrapper"
"resetLocale","literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"havingMessage","property wrapper"
"havingPropertyPath","property wrapper"
"setupValidatorInstance","global-command literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"setupValidatorInstance","global-command literal wrapper"
"unmarshalDates","literal wrapper"
"unmarshalDatesUsingCustomXmlAdapter","literal wrapper"
"unmarshalDatesUsingJava8","literal wrapper"
"getInputStream","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"buildStats","literal wrapper"
"countLines","property wrapper"
"generateReport","property wrapper"
"impossibleToMutateThisInStaticMethod","empty"
"main","main"
"main","main"
"createSampleGitRepo","literal wrapper"
"openJGitRepository","literal wrapper"
"createNewRepository","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"logApplicationStartup","wrapper"
"addDefaultProfile","wrapper"
"getActiveProfiles","property wrapper"
"getCurrentUserLogin","literal wrapper"
"getCurrentUserJWT","literal wrapper"
"isAuthenticated","literal wrapper"
"isCurrentUserInRole","literal wrapper"
"generatePassword","literal wrapper"
"generateActivationKey","literal wrapper"
"generateResetKey","literal wrapper"
"checkPasswordLength","predicate wrapper"
"getAlertParameters","literal wrapper"
"toParamMap","property wrapper"
"toProblemParameters","literal wrapper"
"createAlert","literal wrapper"
"createEntityCreationAlert","literal wrapper"
"createEntityUpdateAlert","literal wrapper"
"createEntityDeletionAlert","literal wrapper"
"createFailureAlert","literal wrapper"
"generatePaginationHttpHeaders","property wrapper"
"generateUri","literal wrapper"
"createEntity","literal wrapper"
"createObjectMapper","literal wrapper"
"convertObjectToJsonBytes","literal wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"equalsVerifier","wrapper"
"createFormattingConversionService","literal wrapper"
"createEntity","literal wrapper"
"createEntity","literal wrapper"
"main","main"
"logApplicationStartup","wrapper"
"getCurrentUserLogin","literal wrapper"
"extractPrincipal","property wrapper"
"getCurrentUserJWT","literal wrapper"
"isAuthenticated","literal wrapper"
"hasCurrentUserAnyOfAuthorities","literal wrapper"
"hasCurrentUserNoneOfAuthorities","literal wrapper"
"hasCurrentUserThisAuthority","literal wrapper"
"getAuthorities","property wrapper"
"getOrder","property wrapper"
"assertCarAllPropertiesEquals","literal wrapper"
"assertCarAllUpdatablePropertiesEquals","literal wrapper"
"assertCarAutoGeneratedPropertiesEquals","wrapper"
"assertCarUpdatableFieldsEquals","wrapper"
"assertCarUpdatableRelationshipsEquals","empty"
"getCarSample1","literal wrapper"
"getCarSample2","literal wrapper"
"getCarRandomSampleGenerator","literal wrapper"
"createValidToken","literal wrapper"
"createValidTokenForUser","literal wrapper"
"createTokenWithDifferentSignature","literal wrapper"
"createExpiredToken","literal wrapper"
"createInvalidToken","literal wrapper"
"createSignedInvalidJwt","literal wrapper"
"jwtEncoder","literal wrapper"
"getSecretKey","literal wrapper"
"calculateHMAC","property wrapper"
"createEntity","literal wrapper"
"createUpdatedEntity","literal wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"asDecimal","property wrapper"
"sameNumber","literal"
"equalsVerifier","wrapper"
"createFormattingConversionService","literal wrapper"
"findAll","property wrapper"
"createUpdateProxyForBean","property wrapper"
"main","main"
"logApplicationStartup","wrapper"
"getCurrentUserLogin","literal wrapper"
"extractPrincipal","property wrapper"
"getCurrentUserJWT","literal wrapper"
"isAuthenticated","literal wrapper"
"hasCurrentUserAnyOfAuthorities","literal wrapper"
"hasCurrentUserNoneOfAuthorities","literal wrapper"
"hasCurrentUserThisAuthority","literal wrapper"
"getAuthorities","property wrapper"
"getOrder","property wrapper"
"createValidToken","literal wrapper"
"createValidTokenForUser","literal wrapper"
"createTokenWithDifferentSignature","literal wrapper"
"createExpiredToken","literal wrapper"
"createInvalidToken","literal wrapper"
"createSignedInvalidJwt","literal wrapper"
"jwtEncoder","literal wrapper"
"getSecretKey","literal wrapper"
"calculateHMAC","property wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"asDecimal","property wrapper"
"sameNumber","literal"
"equalsVerifier","wrapper"
"createFormattingConversionService","literal wrapper"
"findAll","property wrapper"
"createUpdateProxyForBean","property wrapper"
"main","main"
"logApplicationStartup","wrapper"
"createLiquibaseDataSource","property wrapper"
"createOrderByFields","property wrapper"
"createOrderByField","property wrapper"
"camelCaseToSnakeCase","property wrapper"
"getColumns","literal wrapper"
"getCurrentUserLogin","literal wrapper"
"extractPrincipal","property wrapper"
"getCurrentUserJWT","literal wrapper"
"isAuthenticated","literal wrapper"
"hasCurrentUserAnyOfAuthorities","literal wrapper"
"hasCurrentUserNoneOfAuthorities","literal wrapper"
"hasCurrentUserThisAuthority","literal wrapper"
"isPasswordLengthInvalid","predicate wrapper"
"getOrder","property wrapper"
"assertAuthorityAllPropertiesEquals","literal wrapper"
"assertAuthorityAllUpdatablePropertiesEquals","literal wrapper"
"assertAuthorityAutoGeneratedPropertiesEquals","empty"
"assertAuthorityUpdatableFieldsEquals","wrapper"
"assertAuthorityUpdatableRelationshipsEquals","empty"
"getAuthoritySample1","literal wrapper"
"getAuthoritySample2","literal wrapper"
"getAuthorityRandomSampleGenerator","literal wrapper"
"createValidToken","literal wrapper"
"createValidTokenForUser","literal wrapper"
"createTokenWithDifferentSignature","literal wrapper"
"createExpiredToken","literal wrapper"
"createInvalidToken","literal wrapper"
"createSignedInvalidJwt","literal wrapper"
"jwtEncoder","literal wrapper"
"getSecretKey","literal wrapper"
"calculateHMAC","property wrapper"
"invalidUsers","literal wrapper"
"createInvalidUser","literal wrapper"
"createEntity","literal wrapper"
"createUpdatedEntity","literal wrapper"
"deleteEntities","wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"asDecimal","property wrapper"
"sameNumber","literal"
"equalsVerifier","wrapper"
"findAll","property wrapper"
"createUpdateProxyForBean","property wrapper"
"createEntity","literal wrapper"
"deleteEntities","wrapper"
"initTestUser","property wrapper"
"main","main"
"logApplicationStartup","wrapper"
"getCurrentUserLogin","literal wrapper"
"extractPrincipal","property wrapper"
"getCurrentUserJWT","literal wrapper"
"isAuthenticated","literal wrapper"
"hasCurrentUserAnyOfAuthorities","literal wrapper"
"hasCurrentUserNoneOfAuthorities","literal wrapper"
"hasCurrentUserThisAuthority","literal wrapper"
"getAuthorities","property wrapper"
"isPasswordLengthInvalid","predicate wrapper"
"getOrder","property wrapper"
"assertAuthorityAllPropertiesEquals","literal wrapper"
"assertAuthorityAllUpdatablePropertiesEquals","literal wrapper"
"assertAuthorityAutoGeneratedPropertiesEquals","empty"
"assertAuthorityUpdatableFieldsEquals","wrapper"
"assertAuthorityUpdatableRelationshipsEquals","empty"
"getAuthoritySample1","literal wrapper"
"getAuthoritySample2","literal wrapper"
"getAuthorityRandomSampleGenerator","literal wrapper"
"createValidToken","literal wrapper"
"createValidTokenForUser","literal wrapper"
"createTokenWithDifferentSignature","literal wrapper"
"createExpiredToken","literal wrapper"
"createInvalidToken","literal wrapper"
"createSignedInvalidJwt","literal wrapper"
"jwtEncoder","literal wrapper"
"getSecretKey","literal wrapper"
"calculateHMAC","property wrapper"
"invalidUsers","literal wrapper"
"createInvalidUser","literal wrapper"
"createEntity","literal wrapper"
"createUpdatedEntity","literal wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"asDecimal","property wrapper"
"sameNumber","literal"
"equalsVerifier","wrapper"
"createFormattingConversionService","literal wrapper"
"findAll","property wrapper"
"createUpdateProxyForBean","property wrapper"
"createEntity","literal wrapper"
"initTestUser","property wrapper"
"main","main"
"logApplicationStartup","wrapper"
"addDefaultProfile","wrapper"
"getActiveProfiles","property wrapper"
"gzipData","literal wrapper"
"getCurrentUserLogin","literal wrapper"
"isAuthenticated","literal wrapper"
"isCurrentUserInRole","literal wrapper"
"getAccessTokenCookie","literal wrapper"
"getRefreshTokenCookie","literal wrapper"
"getCookie","property wrapper"
"isRememberMe","predicate wrapper"
"getRefreshTokenValue","property wrapper"
"getAlertParameters","literal wrapper"
"toParamMap","property wrapper"
"toProblemParameters","literal wrapper"
"createAlert","literal wrapper"
"createEntityCreationAlert","literal wrapper"
"createEntityUpdateAlert","literal wrapper"
"createEntityDeletionAlert","literal wrapper"
"createFailureAlert","literal wrapper"
"generatePaginationHttpHeaders","property wrapper"
"generateUri","literal wrapper"
"createAccessToken","literal wrapper"
"createMockHttpServletRequest","literal wrapper"
"convertObjectToJsonBytes","literal wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"equalsVerifier","wrapper"
"createFormattingConversionService","literal wrapper"
"main","main"
"logApplicationStartup","wrapper"
"addDefaultProfile","wrapper"
"getActiveProfiles","property wrapper"
"getCurrentUserLogin","literal wrapper"
"isAuthenticated","literal wrapper"
"isCurrentUserInRole","literal wrapper"
"getAlertParameters","literal wrapper"
"toParamMap","property wrapper"
"toProblemParameters","literal wrapper"
"createAlert","literal wrapper"
"createEntityCreationAlert","literal wrapper"
"createEntityUpdateAlert","literal wrapper"
"createEntityDeletionAlert","literal wrapper"
"createFailureAlert","literal wrapper"
"generatePaginationHttpHeaders","property wrapper"
"generateUri","literal wrapper"
"createEntity","literal wrapper"
"convertObjectToJsonBytes","literal wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"equalsVerifier","wrapper"
"createFormattingConversionService","literal wrapper"
"main","main"
"logApplicationStartup","wrapper"
"addDefaultProfile","wrapper"
"getActiveProfiles","property wrapper"
"getCurrentUserLogin","literal wrapper"
"isAuthenticated","literal wrapper"
"isCurrentUserInRole","literal wrapper"
"generatePassword","literal wrapper"
"generateActivationKey","literal wrapper"
"generateResetKey","literal wrapper"
"checkPasswordLength","predicate wrapper"
"getAlertParameters","literal wrapper"
"toParamMap","property wrapper"
"toProblemParameters","literal wrapper"
"createAlert","literal wrapper"
"createEntityCreationAlert","literal wrapper"
"createEntityUpdateAlert","literal wrapper"
"createEntityDeletionAlert","literal wrapper"
"createFailureAlert","literal wrapper"
"generatePaginationHttpHeaders","property wrapper"
"generateUri","literal wrapper"
"convertObjectToJsonBytes","literal wrapper"
"createByteArray","property wrapper"
"sameInstant","literal"
"equalsVerifier","wrapper"
"createFormattingConversionService","literal wrapper"
"createEntity","literal wrapper"
"main","main"
"main","main"
"main","main"
"getProbe","literal wrapper"
"advanceProbe","wrapper"
"getUnsafe","literal wrapper"
"main","main"
"main","main"
"load","literal wrapper"
"serializeWithConfiguredGson","literal wrapper"
"serializeWithDefaultGson","literal wrapper"
"toJsonString","literal wrapper"
"fromJsonString","literal wrapper"
"make","literal"
"of","literal"
"of","literal"
"of","literal"
"data","literal"
"fromMockFile","literal wrapper"
"fromCustomers","property wrapper"
"fromCustomers","property wrapper"
"fromCustomers","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getJacksonHydraSerializerModule","literal wrapper"
"setUpOnce","global-command literal wrapper"
"loadJsonContent","global-command literal wrapper"
"manualJsonNodeToList","property wrapper"
"manualJsonNodeToMap","property wrapper"
"readValueJsonNodeToList","property wrapper"
"readValueJsonNodeToMap","property wrapper"
"convertValueJsonNodeToList","literal wrapper"
"convertValueJsonNodeToMap","literal wrapper"
"flatten","literal wrapper"
"flatten","property wrapper"
"jsonFileToMap","literal wrapper"
"jsonFileToMapGson","literal wrapper"
"setup","global-command literal wrapper"
"readFile","property wrapper"
"init","global-command literal wrapper"
"main","main"
"jsonArrayFromCDT","literal wrapper"
"cDTfromJSONArray","literal wrapper"
"jaOfJOFromCDT","literal wrapper"
"jaOfJOFromCDT2","literal wrapper"
"main","main"
"cookieStringToJSONObject","literal wrapper"
"jSONObjectToCookieString","literal wrapper"
"main","main"
"jSONObjectToHTTPHeader","literal wrapper"
"hTTPHeaderToJSONObject","literal wrapper"
"main","main"
"creatingJSONArray","literal wrapper"
"jsonArrayFromJSONString","literal"
"jsonArrayFromCollectionObj","literal wrapper"
"main","main"
"jsonFromJSONObject","literal wrapper"
"jsonFromMap","literal wrapper"
"jsonFromJSONString","literal wrapper"
"main","main"
"main","main"
"jsonFromDemoBean","literal wrapper"
"main","main"
"main","main"
"doAsync","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"createSelector","property wrapper"
"main","main"
"createSelector","property wrapper"
"main","main"
"main","main"
"jobCompleted","predicate wrapper"
"main","main"
"main","main"
"main","main"
"extractResourceVersionFromException","property wrapper"
"main","main"
"isPrime","literal wrapper"
"main","main"
"fromPrimary","property wrapper"
"loadTemplate","literal wrapper"
"loadTemplate","literal wrapper"
"main","main"
"listEngines","literal wrapper"
"main","main"
"main","main"
"main","main"
"find","property wrapper"
"find","property wrapper"
"find","literal wrapper"
"find","literal wrapper"
"main","main"
"main","main"
"main","main"
"setup","global-command literal wrapper"
"cleanUp","literal wrapper"
"main","main"
"fibonacci","property wrapper"
"main","main"
"displayFactorial","literal wrapper"
"getFactorial","literal wrapper"
"factorial","property"
"cacheExchangeRates","global-command literal wrapper"
"divideByZero","literal"
"divideByZeroQuietly","global-command literal"
"processFile","literal wrapper"
"getAge","property wrapper"
"main","main"
"findViewWithKey","property wrapper"
"addSpringComponents","wrapper"
"findComponents","literal wrapper"
"addComponents","wrapper"
"addContainers","wrapper"
"exportToPlantUml","literal wrapper"
"getSoftwareSystem","literal wrapper"
"addStyles","wrapper"
"setup","global-command literal wrapper"
"setup","global-command literal wrapper"
"setup","global-command literal wrapper"
"setup","global-command literal wrapper"
"decodeSQLErrorCode","literal"
"createConnection","literal wrapper"
"createConnection","literal wrapper"
"createConnectionWithReportNoResponders","literal wrapper"
"createConnectionWithReportNoResponders","literal wrapper"
"convertMessageDataBytesToString","property wrapper"
"convertStringToBytes","property wrapper"
"filter","global-command literal wrapper"
"validate","global-command literal wrapper"
"startJob","literal wrapper"
"task","literal wrapper"
"initiate","literal wrapper"
"initiate","literal wrapper"
"initiate","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"throwError","literal"
"throwException","literal wrapper"
"main","main"
"assembleNeuralNetwork","literal wrapper"
"trainNeuralNetwork","wrapper"
"archive","literal wrapper"
"archiveAndCompress","literal wrapper"
"archiveAndCompress","wrapper"
"decompress","literal wrapper"
"decompress","wrapper"
"extract","literal wrapper"
"compressFile","literal wrapper"
"zip","wrapper"
"extractOne","wrapper"
"decodeWithApacheCommons","literal wrapper"
"decodeWithPlainJava","literal wrapper"
"tarFile","literal wrapper"
"tarGzFile","literal wrapper"
"setup","global-command literal wrapper"
"destroy","literal wrapper"
"compressedArchive","literal wrapper"
"testFile","literal wrapper"
"main","main"
"startFileMonitor","literal wrapper"
"setValues","literal wrapper"
"setIndexedValue","literal wrapper"
"setMappedValue","literal wrapper"
"getNestedValue","literal wrapper"
"copyProperties","literal wrapper"
"getColumnsToFieldsMap","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"setUpUserInstance","global-command literal"
"setUpImmutablePairInstance","global-command literal"
"setUpImmutableTripleInstance","global-command literal"
"setUpMutableObject","global-command literal"
"setUpMutablePairInstance","global-command literal"
"setUpTripleInstance","global-command literal wrapper"
"main","main"
"premain","wrapper"
"sayHelloBar","literal"
"sayBar","literal"
"main","main"
"main","main"
"main","main"
"getDefault","literal"
"getDefault","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"from","property wrapper"
"main","main"
"main","main"
"startWordCount","property wrapper"
"main","main"
"main","main"
"parseString","literal wrapper"
"parseJSONFile","literal wrapper"
"parseYAMLFile","literal wrapper"
"printData","wrapper"
"setUp","global-command literal"
"get","global-command literal wrapper"
"convertToList","literal wrapper"
"init","global-command literal wrapper"
"finish","literal wrapper"
"main","main"
"main","main"
"insertAndDeleteInsideTransaction","literal wrapper"
"crudOperations","literal wrapper"
"queryCustomers","literal wrapper"
"getCustomer","literal"
"main","main"
"getEmployees","literal wrapper"
"main","main"
"main","main"
"initDatabaseUsingPlainJDBCWithURL","literal wrapper"
"initDatabaseUsingPlainJDBCWithFile","literal wrapper"
"initDatabaseUsingSpring","wrapper"
"getConnection","literal wrapper"
"fetchData","literal wrapper"
"main","main"
"main","main"
"main","main"
"createTestData","literal wrapper"
"defineDynamicPersistentUnit","global-command literal wrapper"
"queryUsingJDOQL","literal wrapper"
"queryUsingTypedJDOQL","literal wrapper"
"queryUsingSQL","literal wrapper"
"queryUsingJPQL","literal wrapper"
"namedQuery","literal wrapper"
"main","main"
"defineDynamicPersistentUnit","global-command literal wrapper"
"defineNamedPersistenceManagerFactory","global-command literal wrapper"
"definePersistenceManagerFactoryUsingPropertiesFile","global-command literal wrapper"
"closePersistenceManager","literal wrapper"
"persistObject","literal wrapper"
"queryPersonsInXML","literal wrapper"
"queryAnnotatedPersonsInXML","literal wrapper"
"main","main"
"getInstance","global-command literal"
"registerProperties","wrapper"
"getPort","literal wrapper"
"setup","global-command literal wrapper"
"tearDown","literal wrapper"
"name","property"
"ValidateVersion","literal wrapper"
"getRootAsEffect","literal wrapper"
"getRootAsEffect","property wrapper"
"createEffect","property wrapper"
"startEffect","wrapper"
"addName","wrapper"
"addDamage","wrapper"
"endEffect","property wrapper"
"ValidateVersion","literal wrapper"
"getRootAsTerrain","literal wrapper"
"getRootAsTerrain","property wrapper"
"startTerrain","wrapper"
"addPos","wrapper"
"addName","wrapper"
"addColor","wrapper"
"addNavigation","wrapper"
"addEffects","wrapper"
"createEffectsVector","property wrapper"
"startEffectsVector","wrapper"
"endTerrain","property wrapper"
"finishTerrainBuffer","wrapper"
"finishSizePrefixedTerrainBuffer","wrapper"
"createVec3","property wrapper"
"main","main"
"addImageToParagraph","literal wrapper"
"readLineByLineExample","literal wrapper"
"readAllLinesExample","literal wrapper"
"writeLineByLineExample","literal wrapper"
"writeAllLinesExample","literal wrapper"
"simplePositionBeanExample","literal wrapper"
"namedColumnBeanExample","literal wrapper"
"writeCsvFromBeanExample","literal wrapper"
"main","main"
"beanBuilderExample","literal wrapper"
"writeCsvFromBean","property wrapper"
"readAllLines","literal wrapper"
"readLineByLine","literal wrapper"
"writeLineByLine","property wrapper"
"writeAllLines","property wrapper"
"fileOutAllPath","literal wrapper"
"fileOutBeanPath","literal wrapper"
"fileOutOnePath","literal wrapper"
"twoColumnCsvPath","literal wrapper"
"fourColumnCsvPath","literal wrapper"
"namedColumnCsvPath","literal wrapper"
"readFile","property wrapper"
"twoColumnCsvString","literal wrapper"
"fourColumnCsvString","literal wrapper"
"authorize","literal wrapper"
"getSheetsService","literal wrapper"
"registerAllExtensions","empty"
"registerAllExtensions","literal wrapper"
"getDescriptor","literal"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"newBuilder","literal wrapper"
"newBuilder","literal wrapper"
"getDescriptor","literal"
"getDefaultInstance","literal"
"parser","literal"
"getDescriptor","literal"
"setup","global-command literal wrapper"
"populateListOfUsers","literal wrapper"
"main","main"
"main","main"
"getObjectFromCache","wrapper"
"getFromCacheWithSQl","wrapper"
"customInitialization","literal wrapper"
"main","main"
"createDatabaseTables","wrapper"
"insertData","wrapper"
"getData","wrapper"
"main","main"
"employeeCache","literal wrapper"
"main","main"
"main","main"
"runTopology","literal wrapper"
"main","main"
"parseIniFile","literal wrapper"
"readIniFileValue","literal wrapper"
"parseIniFile","literal wrapper"
"readIniFileValue","literal wrapper"
"getTrustAllCertsClient","literal wrapper"
"main","main"
"main","main"
"startClient","global-command literal wrapper"
"startServer","global-command literal wrapper"
"init","literal wrapper"
"dispose","literal wrapper"
"init","literal wrapper"
"dispose","literal wrapper"
"init","literal wrapper"
"dispose","literal wrapper"
"init","literal wrapper"
"dispose","literal wrapper"
"setUp","global-command literal wrapper"
"run","literal wrapper"
"main","main"
"main","main"
"instance","global-command literal"
"main","main"
"main","main"
"createService","global-command literal wrapper"
"createService","property global-command wrapper"
"main","main"
"setup","literal wrapper"
"tearDown","literal wrapper"
"sendPlainTextEmail","literal wrapper"
"sendPlainTextEmailToMultipleRecipient","literal wrapper"
"sendEmailWithAttachment","literal wrapper"
"sendEmailWithMultipleAttachment","literal wrapper"
"sendHTMLTextWithEmbeddedImageEmail","literal wrapper"
"replyingToEmail","literal wrapper"
"forwardingEmail","literal wrapper"
"handleExceptionWhenSendingEmail","literal wrapper"
"setCustomHeaderWhenSendingEmail","literal wrapper"
"sendEmailWithDeliveryReadRecipient","literal wrapper"
"sendEmail","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"initializeTempDirectory","global-command literal wrapper"
"cleanTempDirectory","literal wrapper"
"writeToQueue","wrapper"
"main","main"
"main","main"
"signData","literal wrapper"
"verifSignData","literal wrapper"
"encryptData","property wrapper"
"decryptData","property wrapper"
"getPrivateKey","literal wrapper"
"getPublicKey","literal wrapper"
"sign","literal wrapper"
"verify","literal wrapper"
"signWithMessageDigestAndCipher","literal wrapper"
"verifyWithMessageDigestAndCipher","literal wrapper"
"readX509PublicKey","literal wrapper"
"readX509PublicKeySecondApproach","literal wrapper"
"readPKCS8PrivateKey","literal wrapper"
"readPKCS8PrivateKeySecondApproach","literal wrapper"
"main","main"
"instance","literal"
"main","main"
"listFolderStructure","property wrapper"
"main","main"
"listFolderStructure","literal wrapper"
"loginSftp","literal wrapper"
"loginPubKey","literal wrapper"
"executeCommand","property wrapper"
"scpUpload","wrapper"
"scpDownLoad","wrapper"
"SFTPUpload","wrapper"
"SFTPDownLoad","wrapper"
"localPortForwarding","property wrapper"
"remotePortForwarding","property wrapper"
"KeepAlive","literal wrapper"
"setUp","global-command literal wrapper"
"shutdownServer","literal wrapper"
"setupServer","literal wrapper"
"addAuthorizedKey","literal wrapper"
"main","main"
"messageLoop","global-command wrapper"
"main","main"
"id","property wrapper"
"parse","property wrapper"
"createBaseServer","literal wrapper"
"createWebAppServer","literal wrapper"
"createMultiHandlerServer","literal wrapper"
"sendHttpResponse","wrapper"
"main","main"
"main","main"
"main","main"
"isFree","literal wrapper"
"setup","global-command literal wrapper"
"cleanup","literal wrapper"
"setUp","literal"
"setUp","literal"
"setup","global-command literal wrapper"
"distinctByKey","property wrapper"
"main","main"
"transformMap","literal wrapper"
"getPersonListWithFakeValues","literal wrapper"
"fetchById","property wrapper"
"fetchByIdWithRandomDelay","property wrapper"
"fetchById","property wrapper"
"timed","property wrapper"
"main","main"
"start","global-command literal wrapper"
"toDTO","property wrapper"
"withInitialPoints","literal"
"formatDifference","property wrapper"
"setUp","global-command literal wrapper"
"initDatabaseTester","literal wrapper"
"initDataSet","literal wrapper"
"isAPositiveInteger","literal"
"idsAreGuids","property wrapper"
"retrieveResourceFromResponse","property wrapper"
"getGithubUserProfile","literal wrapper"
"displayed","literal"
"of","literal wrapper"
"googleSearchPage","literal wrapper"
"initClass","literal wrapper"
"destroyClass","literal wrapper"
"randomInt","literal wrapper"
"printLetters","property wrapper"
"main","main"
"main","main"
